,consumo electrico,fecha,Cierre,Vader_iecon,Vader_gimnasio,ICC,Tendencia prevista ICC,Situación económica de los hogares,IC comercio minorista,DG ECFIN Business and Consumer Survey,Vader_running,Vader_fitness,Vader_deporte,Vader_trabajo,Vader_salbien,Vader_salud,Vader_salbe,Afiliacion,Vader_recon1,Vader_seguro,BlobText_seguro,reconocimiento medico,revision medica,seguro medico,cobertura medica,salud
51,732958.579,2019-03-02,9259.7998046875,0.05798,0.17243333333333333,-2.1,2.6,8.0,10.0,-7.0,0.2125547490576602,0.18106666666666668,0.04425416666666667,-0.14924999999999994,0.0,-0.031742857142857135,0.0,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
52,732958.579,2019-03-03,9259.7998046875,0.0,0.11404,-2.1,2.6,8.0,10.0,-7.0,0.19809290578747996,0.0991,-0.17101176470588236,-0.14924999999999994,0.0,0.0233,0.0,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
53,732958.579,2019-03-04,9259.7998046875,0.0425,0.07804285714285715,-2.1,2.6,8.0,10.0,-7.0,0.4010690220292367,0.1349,-0.015100000000000002,-0.14924999999999994,0.0,-0.023742105263157898,0.0,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
54,732958.579,2019-03-05,9258.2001953125,0.0,0.17112,-2.1,2.6,8.0,10.0,-7.0,0.13197574230848114,0.10993103448275862,-0.00950625,-0.14924999999999994,0.0,0.002982142857142866,0.0,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
55,732958.579,2019-03-06,9296.7001953125,0.0425,0.261925,-2.1,2.6,8.0,10.0,-7.0,0.16281386127681574,0.0818904761904762,0.057657142857142865,-0.14924999999999994,0.0,-0.01668695652173913,0.2763,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
56,732958.579,2019-03-07,9249.900390625,0.0,0.014070000000000004,-2.1,2.6,8.0,10.0,-7.0,0.38031805414452335,0.100012,-0.05541176470588235,-0.14924999999999994,0.0,-0.07463823529411763,0.2763,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
57,732958.579,2019-03-08,9129.2998046875,0.1953,0.04663333333333334,-2.1,2.6,8.0,10.0,-7.0,0.12708627466933198,0.10152413793103447,-0.022021052631578948,-0.14924999999999994,0.0,-0.03860555555555556,0.0,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
58,732958.579,2019-03-09,9171.900390625,0.068,0.10312000000000003,-2.1,2.6,8.0,10.0,-7.0,0.08623572993373788,0.06060400000000001,0.07661333333333334,-0.14924999999999994,0.0,0.05666086956521739,0.0,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
59,732958.579,2019-03-10,9171.900390625,-0.1847970588235294,0.03886923076923077,-2.1,2.6,8.0,10.0,-7.0,-0.015711634979729383,0.11361944444444445,-0.020016470588235292,-0.14924999999999994,0.0,-0.060464999999999984,0.0,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
60,732958.579,2019-03-11,9171.900390625,-0.1437660377358491,-0.020443589743589747,-2.1,2.6,8.0,10.0,-7.0,0.5737752894105279,0.12136904761904765,-0.012363768115942026,-0.14924999999999994,0.10206666666666668,-0.038800934579439235,0.6124,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
61,732958.579,2019-03-12,9161.7001953125,-0.06055714285714285,-0.026121212121212125,-2.1,2.6,8.0,10.0,-7.0,0.15222590056259616,0.18636046511627907,-0.040040697674418604,-0.14924999999999994,0.0,-0.07091944444444444,0.0,19171300.0,-0.29600000000000004,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
62,732958.579,2019-03-13,9192.7001953125,-0.09444603174603174,0.06333846153846154,-2.1,2.6,8.0,10.0,-7.0,0.5310136615755348,0.11087058823529412,-0.007837837837837829,-0.14924999999999994,0.0,-0.12239599999999998,0.0,19171300.0,-0.29600000000000004,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
63,732958.579,2019-03-14,9209.7998046875,-0.14341666666666664,-0.04501111111111112,-2.1,2.6,8.0,10.0,-7.0,0.10431920003319084,0.09937115384615383,-0.038916304347826086,-0.14924999999999994,0.0,-0.08421228070175439,0.0,19171300.0,-0.29600000000000004,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
64,732958.579,2019-03-15,9342.2001953125,-0.05117037037037036,-0.0050615384615384645,-2.1,2.6,8.0,10.0,-7.0,0.1288792089624682,0.15274634146341468,-0.039984507042253516,-0.14924999999999994,0.0,-0.06365283018867925,0.0,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
65,732958.579,2019-03-16,9409.099609375,-0.0019624999999999977,0.074725,-2.1,2.6,8.0,10.0,-7.0,0.0879768833405019,0.048449999999999986,-0.07544719101123594,-0.14924999999999994,0.0332,-0.06945904761904764,0.0,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
66,732958.579,2019-03-17,9409.099609375,-0.13521363636363634,-0.0794,-2.1,2.6,8.0,10.0,-7.0,0.10258432355379096,0.14640370370370373,-0.05197934782608694,-0.14924999999999994,0.0,-0.024042647058823526,-0.2608,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
67,732958.579,2019-03-18,9409.099609375,-0.0904329411764706,-0.02744545454545455,-2.1,2.6,8.0,10.0,-7.0,0.4425897115746499,0.18092439024390244,-0.03881410256410256,-0.14924999999999994,0.0,-0.0259495145631068,0.0,19171300.0,0.0,0.1779,0.0,1.0,0.0,2.0,0.0,67.0
68,732958.579,2019-03-19,9492.2998046875,-0.08309545454545457,0.0070787878787878875,-2.1,2.6,8.0,10.0,-7.0,0.22136338815915865,0.27468000000000004,-0.04972727272727271,-0.14924999999999994,0.06291428571428571,-0.027478632478632473,0.0,19171300.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,67.0
69,732958.579,2019-03-20,9405.599609375,-0.07637857142857142,-0.020923529411764702,-2.1,2.6,8.0,10.0,-7.0,0.21850908594944565,0.24425625000000006,-0.040318181818181816,-0.14924999999999994,-0.045488888888888884,-0.03679051094890511,0.0,19171300.0,0.0,-0.3736,0.375,1.0,0.0,2.0,0.0,67.0
70,732958.579,2019-03-21,9355.599609375,-0.07627590361445784,-0.09720434782608693,-2.1,2.6,8.0,10.0,-7.0,0.1721187815427334,0.12646756756756758,-0.05991685393258427,-0.14924999999999994,0.00645,-0.06305514705882354,-0.4184,19171300.0,0.0516,-0.3736,0.375,1.0,0.0,2.0,0.0,67.0
71,732958.579,2019-03-22,9199.400390625,-0.10731111111111112,0.02056071428571429,-2.1,2.6,8.0,10.0,-7.0,0.3744096593831716,0.0919153846153846,-0.07024305555555556,-0.14924999999999994,-0.02690909090909091,-0.05869555555555555,0.0,19171300.0,0.0516,-0.7003,0.0,1.0,0.0,2.0,0.0,67.0
72,732958.579,2019-03-23,9179.900390625,-0.053684615384615365,-0.0018352941176470626,-2.1,2.6,8.0,10.0,-7.0,0.3495697918553872,0.14163599999999998,-0.022516470588235284,-0.14924999999999994,0.0,-0.10760882352941176,0.0,19171300.0,0.0516,-0.7003,0.0,1.0,0.0,2.0,0.0,67.0
73,732958.579,2019-03-24,9179.900390625,-0.061871698113207564,-0.07542666666666667,-2.1,2.6,8.0,10.0,-7.0,0.17952838174888586,0.1382529411764706,-0.07835277777777777,-0.14924999999999994,0.0,-0.010974999999999992,0.0,19171300.0,0.0516,0.0,0.0,1.0,0.0,2.0,0.0,67.0
74,732958.579,2019-03-25,9179.900390625,-0.006516666666666664,-0.02036428571428572,-2.1,2.6,8.0,10.0,-7.0,0.07728783179846481,0.13792083333333333,-0.04961948051948052,-0.14924999999999994,0.044477777777777776,-0.11144015748031494,0.0,19171300.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,67.0
75,732958.579,2019-03-26,9183.099609375,-0.11004814814814816,-0.028830188679245274,-2.1,2.6,8.0,10.0,-7.0,0.32784646709382337,0.16850697674418608,-0.03933333333333332,-0.14924999999999994,-0.037000000000000005,-0.08443880597014927,-0.1087,19171300.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,67.0
76,732958.579,2019-03-27,9229.900390625,-0.09849684210526316,-0.07826756756756757,-2.1,2.6,8.0,10.0,-7.0,0.5704932087453021,0.13476666666666667,-0.016096808510638286,-0.14924999999999994,0.0,-0.07035827338129494,-0.1087,19171300.0,-0.6808,0.0,0.0,1.0,0.0,2.0,0.0,67.0
77,732958.579,2019-03-28,9174.7001953125,-0.06313421052631578,-0.03258918918918919,-2.1,2.6,8.0,10.0,-7.0,-0.08088468794426174,-0.002088571428571424,-0.03486907216494845,-0.14924999999999994,0.030909090909090914,-0.02287123287671232,-0.1087,19171300.0,-0.6808,0.0,0.4,1.0,0.0,2.0,0.0,67.0
78,732958.579,2019-03-29,9240.2998046875,-0.047813888888888885,-0.1228392857142857,-2.1,2.6,8.0,10.0,-7.0,0.38814511304139465,0.21160000000000004,-0.03721279069767442,-0.14924999999999994,0.017140000000000023,-0.04675000000000002,0.0,19171300.0,-0.6808,0.0,0.4,1.0,0.0,2.0,0.0,67.0
79,732958.579,2019-03-30,9341.7001953125,-0.06930461538461538,0.052746666666666664,-2.1,2.6,8.0,10.0,-7.0,0.0931940703289792,0.08967857142857143,-0.06781369863013698,-0.14924999999999994,0.0,-0.037851456310679585,0.0,19171300.0,-0.6808,-0.3953,0.0,1.0,0.0,2.0,0.0,67.0
80,732958.579,2019-03-31,9341.7001953125,-0.1020645833333333,-0.02735624999999999,-5.0,-3.8,2.9,5.7,-7.0,0.06802413717556073,0.06125925925925925,-0.07717717391304349,-0.14924999999999994,0.0,-0.06807272727272727,0.0,19171300.0,-0.29600000000000004,-0.29600000000000004,0.0,1.0,0.0,2.0,0.0,67.0
81,732958.579,2019-04-01,9341.7001953125,-0.01616233766233765,-0.030427272727272706,-5.0,-3.8,2.9,5.7,-7.0,0.0739051601215485,0.1207257142857143,-0.007934375,-0.14924999999999994,0.08998333333333335,-0.04637,0.0,19171300.0,-0.29600000000000004,-0.29600000000000004,0.0,1.0,0.0,1.0,0.0,61.0
82,732958.579,2019-04-02,9363.5,-0.07399277108433737,0.03740555555555556,-5.0,-3.8,2.9,5.7,-7.0,0.02433481605607972,0.021767567567567567,-0.024781632653061214,-0.14924999999999994,0.0,-0.0643875,0.0,19171300.0,-0.29600000000000004,-0.09866666666666668,0.011111111111111113,1.0,0.0,1.0,0.0,61.0
83,732958.579,2019-04-03,9487.7998046875,-0.054479268292682924,-0.08418571428571428,-5.0,-3.8,2.9,5.7,-7.0,0.54006805676058,0.06325,-0.028837662337662325,-0.14924999999999994,0.0,-0.04879122807017545,-0.03278823529411765,19171300.0,-0.29600000000000004,-0.09866666666666668,0.011111111111111113,1.0,0.0,1.0,0.0,61.0
84,732958.579,2019-04-04,9534.099609375,-0.02767777777777776,-0.003666666666666656,-5.0,-3.8,2.9,5.7,-7.0,0.457633737283952,0.05010227272727272,0.00747903225806452,-0.14924999999999994,0.0,-0.02230897435897436,-0.037000000000000005,19171300.0,-0.29600000000000004,-0.09866666666666668,0.011111111111111113,1.0,0.0,1.0,0.0,61.0
85,732958.579,2019-04-05,9510.2998046875,-0.01430759493670886,-0.014017647058823524,-5.0,-3.8,2.9,5.7,-7.0,-0.039565877454663716,0.101575,-0.055885106382978715,-0.14924999999999994,0.0,-0.029705263157894738,0.0,19171300.0,0.0,-0.09866666666666668,0.011111111111111113,1.0,0.0,1.0,0.0,61.0
